OBJECTID,Identificador del parque,Estrato,UPZ,Localidad,Estado Certificación,Clasificación del Parque,Nombre del Parque,Administración del Parque,Código Localidad,Código POT,coord_x,coord_y
2559,10-442,3,29,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN QUIRIGUA,,10,,"-74,10601729996836","4,708155660348019"
2571,11-1099,2,71,Suba,CERTIFICADO,Bolsillo,FONTANAR DEL RIO B - II ETAPA,,11,,"-74,11699696526588","4,753542864114806"
2572,11-1100,2,71,Suba,CERTIFICADO,Vecinal,FONTANAR DEL RIO B - II ETAPA,,11,,"-74,11784174095905","4,753349201665966"
2581,10-463,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN QUIRIGUA,,10,,"-74,10494819383831","4,709895998247264"
2582,10-457,3,29,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN QUIRIGUA,,10,,"-74,10456188727429","4,709718096667876"
2585,10-239,3,29,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN QUIRIGUA,,10,,"-74,10300501795368","4,710202334114088"
2586,10-236,3,29,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN QUIRIGUA,,10,,"-74,10108200879802","4,71159678725062"
2588,11-755,3,18,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LAS PASTORCITAS,,11,,"-74,06011597070798","4,752490575436118"
2596,10-604,2,74,Engativa,CERTIFICADO,Vecinal,DESARROLLO LA RIVIERA,,10,,"-74,13169314729421","4,712055768051256"
2597,10-623,3,30,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN EL CARMELO,,10,,"-74,11177645854366","4,699631737101087"
2598,10-624,3,30,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN EL CARMELO - URBANIZACIÓN FLORIDA I,,10,,"-74,112147836006","4,700557116099242"
2600,10-521,3,31,Engativa,CERTIFICADO,Vecinal,AGRUPACIÓN DE VIVIENDA CARACOLÍ,,10,,"-74,10130497379564","4,679525983298672"
2605,01-136,4,13,Usaquén,CERTIFICADO,Vecinal,URBANIZACIÓN EL CEDRITO,,1,,"-74,04075630840049","4,727067279574106"
2609,01-438,6,14,Usaquén,CERTIFICADO,Vecinal,CERROS DE SANTA BÁRBARA ALTA 2 - SANTA BÁRBARA ALTA 2 - LA APERTURA CERROS DE SANTA BÁRBARA LOTE 2A,NADESBA,1,,"-74,0278216611097","4,690901196742701"
2615,09-065,4,114,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN MODELIA SECTOR E,,9,,"-74,1239863113764","4,6619709681510875"
2617,09-158,4,110,Fontibon,CERTIFICADO,Vecinal,URB. SALITRE 1A ETAPA-SM1-7 A SM1-24,,9,,"-74,10769224789233","4,652784155042958"
2618,09-161,4,110,Fontibon,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE TERCERA ETAPA DE DESARROLLO SECTOR 1 SM1-5, SM1-6, SM1-8, SM1-9",,9,,"-74,11069312714193","4,650684905914994"
2621,10-391,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN LA ESPAÑOLA,,10,,"-74,10132982299302","4,70543642972917"
2625,10-649,3,116,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN LA ISABELLA 2 ETAPA,,10,,"-74,11280774739687","4,687017827046444"
2627,09-092,4,114,Fontibon,CERTIFICADO,Vecinal,MODELIA SECTOR A,,9,,"-74,12169802431916","4,668660682469007"
2628,09-027,4,114,Fontibon,CERTIFICADO,Vecinal,MODELIA SECTOR A,,9,,"-74,12076542842547","4,6706059605373245"
2629,09-054,4,114,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN MODELIA SECTOR A,,9,,"-74,11779464543281","4,669008869501123"
2631,09-080,4,114,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN MODELIA SECTOR A,,9,,"-74,11791649291796","4,671566325926915"
2632,10-674,2,105,Engativa,CERTIFICADO,Vecinal,PREDIO CAPRECOM (CAJA DE PREVISIÓN SOCIAL DE COMUNICACIONES),,10,,"-74,10374493105796","4,660139777123882"
2636,09-025,3,76,Fontibon,CERTIFICADO,Vecinal,MANUEL CRISTÓBAL EL PORTAL,,9,,"-74,15656667195975","4,685712608728365"
2637,09-044,3,76,Fontibon,CERTIFICADO,Bolsillo,MANUEL CRISTÓBAL EL PORTAL,,9,,"-74,15603996051341","4,685367877833933"
2644,09-222,4,114,Fontibon,CERTIFICADO,Bolsillo,DESARROLLO RINCÓN DE MODELIA,,9,,"-74,12418130642934","4,67161138123847"
2648,09-173,2,76,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN HACIENDA EL ESCRITORIO,,9,,"-74,1601940246104","4,697426182014082"
2658,13-170,4,106,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN PABLO VI I Y II ETAPA,,13,,"-74,08601070063764","4,649459081389724"
2661,19-743,2,69,Ciudad Bolivar,SIN CERTIFICAR,Vecinal,SIERRA MORENA,,19,,"-74,16172475834611","4,583750975691377"
2669,08-277,3,47,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 8,,8,,"-74,1521657939418","4,622021782056509"
2677,08-066,3,113,Kennedy,CERTIFICADO,Vecinal,"MARSELLA SECTOR NORTE I ETAPA, PINOS DE MARSELLA",JUNTA DE ACCION COMUNAL DEL BARRIO MARSELLA,8,,"-74,12687486258794","4,632251871476967"
2679,08-387,3,47,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN UNIDAD RESIDENCIAL AYACUCHO- SUPERMANZANA 9A CIUDAD KENNEDY,,8,,"-74,15052291407686","4,6287614612614085"
2687,08-385,3,47,Kennedy,CERTIFICADO,Vecinal,CONJUNTO DE VIVIENDA SUPERMANZANA 9-A CIUDAD KENNEDY-UNIDAD RESIDENCIAL AYACUCHO,,8,,"-74,15223427071928","4,6279672783910994"
2688,13-173,4,106,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN PABLO VI I Y II ETAPA,,13,,"-74,08606513315398","4,651439805583496"
2692,08-361,3,47,Kennedy,CERTIFICADO,Bolsillo,CIUDAD KENNEDY SUPERMANZANA 13,,8,,"-74,15856567769012","4,625249882074555"
2693,08-338,3,47,Kennedy,CERTIFICADO,Bolsillo,CIUDAD KENNEDY SUPERMANZANA 15,,8,,"-74,16426660612123","4,619967844296408"
2699,08-359,3,47,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 13,,8,,"-74,1578744833678","4,624045069521212"
2701,08-228,2,82,Kennedy,CERTIFICADO,Vecinal,EL ROSARIO,,8,,"-74,16911755671535","4,641903613221062"
2704,08-033,2,82,Kennedy,CERTIFICADO,Vecinal,EL PATIO TERCER SECTOR,,8,,"-74,15995289343195","4,642204457614659"
2706,08-092,3,47,Kennedy,CERTIFICADO,Vecinal,TECHO,,8,,"-74,14541185359728","4,625582740498464"
2710,08-026,2,80,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO VILLA DE LA LOMA,,8,,"-74,16811092212512","4,628279900885119"
2712,08-078,3,48,Kennedy,CERTIFICADO,Vecinal,EL PARQUE,,8,,"-74,15176177754108","4,604131967869186"
2717,08-304,2,48,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO NUEVO TIMIZA,,8,,"-74,16053471786844","4,613063244572508"
2721,08-152,3,47,Kennedy,CERTIFICADO,Vecinal,KENNEDY NORTE SUPERMANZANA 11,,8,,"-74,16253750595531","4,618339494435066"
2722,08-039,2,81,Kennedy,CERTIFICADO,Bolsillo,CALARCÁ,,8,,"-74,1679894402543","4,620229047561008"
2724,10-667,2,74,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN FIORITA,,10,,"-74,1321505025124","4,70493670369828"
2746,08-086,3,45,Kennedy,CERTIFICADO,Vecinal,CARVAJAL,,8,,"-74,13968917740232","4,613141079034779"
2748,08-121,3,46,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN CIUDAD KENNEDY NORTE (SUPERMANZANA 12A),,8,,"-74,15285702644252","4,633369565461314"
2751,18-010,3,39,Rafael Uribe,CERTIFICADO,Vecinal,BARRIO CLARET,JAC CLARET,18,,"-74,12709826102268","4,583188594040792"
2754,08-145,2,80,Kennedy,CERTIFICADO,Vecinal,MARÍA PAZ,,8,,"-74,15796280797234","4,636626642879127"
2762,08-303,2,48,Kennedy,CERTIFICADO,Bolsillo,EL PALENQUE,,8,,"-74,15966257455096","4,614299301661873"
2766,08-347,3,47,Kennedy,CERTIFICADO,Bolsillo,CIUDAD KENNEDY SUPERMANZANA 8,,8,,"-74,15335227619265","4,620713001428201"
2770,08-167,3,47,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 8,,8,,"-74,1536968883511","4,61958813026107"
2779,08-238,2,82,Kennedy,CERTIFICADO,Vecinal,TINTALITO,,8,,"-74,1700476440636","4,630374278766219"
2784,08-175,3,47,Kennedy,INVESTIGADO NO CERTIFICADO,Vecinal,CIUDAD KENNEDY ORIENTAL SUPERMANZANA 6,,8,,"-74,1489350883624","4,620518340139629"
2786,08-190,2,45,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN BOMBAY,,8,,"-74,14460183012918","4,607138177693731"
2787,08-192,3,47,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY ORIENTAL SUPERMANZANA 6,,8,,"-74,15002065297594","4,618945767662115"
2801,05-438,1,61,Usme,CERTIFICADO,Bolsillo,LA MARÍA,,5,,"-74,1276960956833","4,471742712993785"
2806,11-1279,3,27,Suba,SIN CERTIFICAR,Bolsillo,URBANIZACIÓN SAN ANGELLO,,11,,"-74,08315143675014","4,748397777608476"
2810,08-438,3,47,Kennedy,CERTIFICADO,Vecinal,KENNEDY ORIENTAL SUPERMANZANA 5,,8,,"-74,14898335259684","4,622490971444789"
2814,10-324,2,74,Engativa,INVESTIGADO NO CERTIFICADO,Bolsillo,EL MUELLE,,10,,"-74,12603057243416","4,700481029179024"
2820,08-058,3,47,Kennedy,CERTIFICADO,Bolsillo,MIRAFLORES KENNEDY,,8,,"-74,16668167960106","4,615682972550999"
2831,11-1112,5,20,Suba,CERTIFICADO,Bolsillo,EL BATAN II SECTOR,,11,,"-74,06255378683582","4,704264907304767"
2832,07-040,2,84,Bosa,INVESTIGADO NO CERTIFICADO,Bolsillo,DESARROLLO EL RECUERDO 4A-5-6-7,,7,,"-74,19780108623249","4,6233566842490985"
2839,07-032,2,85,Bosa,CERTIFICADO,Vecinal,DESARROLLO GRANCOLOMBIANO II SECTOR,,7,,"-74,19816757910546","4,611386934225987"
2843,03-152,2,96,Santa Fe,CERTIFICADO,Vecinal,DESARROLLO EGIPTO ALTO,,3,,"-74,06796791778186","4,590227067587893"
2850,07-072,2,85,Bosa,CERTIFICADO,Vecinal,DESARROLLO EL LLANO DE BOSA (SAN EDUARDO),,7,,"-74,19127524700322","4,601527618540073"
2852,08-127,3,44,Kennedy,CERTIFICADO,Vecinal,LAS AMÉRICAS OCCIDENTAL IV ETAPA,,8,,"-74,14012277622365","4,620237181065598"
2870,07-031,2,85,Bosa,CERTIFICADO,Vecinal,DESARROLLO HUMBERTO VALENCIA II SECTOR,,7,,"-74,19545483538154","4,612638575239584"
2877,07-006,1,86,Bosa,CERTIFICADO,Bolsillo,DESARROLLO SANTA FE,,7,,"-74,19498750212634","4,637320625266273"
2878,04-356,1,32,San Cristobal,CERTIFICADO,Bolsillo,DESARROLLO SAN BLAS II SECTOR,,4,,"-74,08224091875121","4,56259546326681"
2881,04-370,3,34,San Cristobal,CERTIFICADO,Bolsillo,BARRIO BARCELONA SUR ORIENTAL,,4,,"-74,10268565698871","4,5663713330015"
2899,01-383,5,15,Usaquén,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL LA HERRERÍA,,1,,"-74,04719725773371","4,713044594548099"
2903,07-014,2,84,Bosa,CERTIFICADO,Vecinal,DESARROLLO LA CONCEPCIÓN,,7,,"-74,19428024772337","4,6227037737527485"
2911,07-164,2,85,Bosa,CERTIFICADO,Zonal Existente,PARQUE DEL RIO (SAN JOSÉ DE MARYLAND),IDRD,7,PZ38,"-74,20180427064182","4,617667344549609"
2916,05-306,1,58,Usme,CERTIFICADO,Bolsillo,DESARROLLO EL MORTIÑO,,5,,"-74,11704118797985","4,493084239101688"
2923,12-179,4,22,Barrios Unidos,CERTIFICADO,Bolsillo,BARRIO POPULAR DEL NORTE,,12,,"-74,0817217814502","4,667614430701683"
2930,05-366,1,59,Usme,CERTIFICADO,Bolsillo,PUERTA AL LLANO II SECTOR,,5,,"-74,1013982139814","4,485755241530077"
2943,06-040,3,42,Tunjuelito,CERTIFICADO,Vecinal,URBANIZACIÓN EL TUNAL,JAC TUNAL I,6,,"-74,12923663318287","4,572940449172844"
2945,11-822,2,27,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN MIRADOR DE SUBA,,11,,"-74,07633738833334","4,756012810240409"
2948,06-050,3,42,Tunjuelito,CERTIFICADO,Vecinal,URBANIZACIÓN EL TUNAL II,,6,,"-74,1358763572306","4,575050613766898"
2970,05-430,1,52,Usme,CERTIFICADO,Vecinal,SAN PEDRO,,5,,"-74,08331694999379","4,508276770125112"
2971,05-120,2,57,Usme,CERTIFICADO,Bolsillo,SANTA MARTA,,5,,"-74,11588647150491","4,525156351428592"
2972,05-252,1,59,Usme,CERTIFICADO,Bolsillo,LA REFORMA-PROGRESO II SECTOR,,5,,"-74,10553758298781","4,500943829519763"
2979,04-027,3,34,San Cristobal,CERTIFICADO,Vecinal,SERAFINA II SECTOR,,4,,"-74,09666880858933","4,568771031341347"
2980,04-082,2,34,San Cristobal,CERTIFICADO,Vecinal,MANAGUA,,4,,"-74,10208862407447","4,5648003119841984"
2997,04-125,1,51,San Cristobal,CERTIFICADO,Vecinal,DESARROLLO JUAN REY,,4,,"-74,09038187720819","4,522277170360935"
2999,04-054,2,51,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN LOS PINARES (ANTES COLMENA I),JUNTA DE ACCION COMUNAL LOS PINARES,4,,"-74,08488370931649","4,534769425730307"
3002,11-883,2,27,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN ENCONCLAVOS S.A LOTE 2,,11,,"-74,0930457840217","4,756605162465203"
3004,04-083,2,50,San Cristobal,CERTIFICADO,Bolsillo,ALTAMIRA SANTA TERESA,,4,,"-74,08482536194217","4,5419581072820066"
3015,04-120,1,32,San Cristobal,CERTIFICADO,Vecinal,DESARROLLO MACARENA LOS ALPES,,4,,"-74,08340508550293","4,553285983447049"
3016,04-106,1,32,San Cristobal,CERTIFICADO,Vecinal,DESARROLLO EL FUTURO,,4,,"-74,08379824486511","4,550983585142282"
3021,04-131,1,51,San Cristobal,CERTIFICADO,Bolsillo,DESARROLLO SAN MANUEL,,4,,"-74,08692103088869","4,519902811745829"
3025,07-373,2,87,Bosa,CERTIFICADO,Vecinal,CIUDADELA EL RECREO,,7,,"-74,20200421586114","4,629528231312343"
3026,04-028,3,34,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN SERAFINA,,4,,"-74,09851790571088","4,5661557999931315"
3029,04-079,3,34,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN SERAFINA,,4,,"-74,09941024585089","4,567747051257484"
3030,04-088,3,34,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN MONTEBELLO,,4,,"-74,09064712815201","4,567322215788659"
3036,04-186,2,33,San Cristobal,CERTIFICADO,Bolsillo,POPULAR MODELO DEL SUR PRIMERO DE MAYO,,4,,"-74,08993427095663","4,572059949938025"
3039,04-133,2,34,San Cristobal,CERTIFICADO,Bolsillo,URBANIZACIÓN ATENAS,,4,,"-74,09444646955205","4,556049705236973"
3040,04-204,2,51,San Cristobal,CERTIFICADO,Bolsillo,DESARROLLO LOS LIBERTADORES,,4,,"-74,08656214000881","4,532477543944266"
3052,04-246,3,33,San Cristobal,CERTIFICADO,Vecinal,QUINTA RAMOS,,4,,"-74,08978749881561","4,580165189466326"
3055,04-336,1,32,San Cristobal,CERTIFICADO,Vecinal,DESARROLLO RAMAJAL,,4,,"-74,0809310856846","4,559408084106806"
3057,04-127,2,33,San Cristobal,CERTIFICADO,Metropolitano Existente,SAN CRISTÓBAL,IDRD,4,PM18,"-74,08486245877013","4,573911923061859"
3066,04-245,2,33,San Cristobal,CERTIFICADO,Vecinal,CAJA SOCIAL DE AHORROS-EL RINCÓN DE SAN NICOLÁS,,4,,"-74,08241536753697","4,572369116589277"
3071,03-021,2,95,Santa Fe,CERTIFICADO,Vecinal,SAN BERNARDO,,3,,"-74,08541370051192","4,59415914878961"
